doi,title,firstauthor,authors,publisher,journal,published_year,published_date,abstract,url,affiliationtw,correspondingtw,or1,or2,or3,or5,nor1,nor2,nor3,legend,mic1,mic2,mic3,odb
10.1029/2020jc016123,Submesoscale Eddy and Frontal Instabilities in the Kuroshio Interacting With a Cape South of Taiwan,Yu‐Hsin Cheng,"Yu‐Hsin Cheng, Ming‐Huei Chang, Dong S. Ko, Sen Jan, Magdalena Andres, Anthony Kirincich, Yiing Jang Yang, Jen‐Hua Tai",American Geophysical Union (AGU),JGR Oceans,2020,2020-5,"The processes underlying the strong Kuroshio encountering a cape at the southernmost tip of Taiwan are examined with satellite‐derived chlorophyll and temperature maps, a drifter trajectory, and realistic model simulations. The interaction spurs the formation of submesoscale cyclonic eddies that trap cold and high‐chlorophyll water and the formation of frontal waves between the free stream and the wake flow. An observed train of eddies, which have relative vorticity about one to four times the planetary vorticity (f), is shed from the recirculation that occurs in the immediate lee of the cape as a result of flow separation. These propagate downstream at a speed of 0.5–0.6 m s−1. Farther downstream, the corotation and merging of two or three adjacent eddies are common owing to the topography‐induced slowdown of eddy propagation farther downstream. It is found that the relative vorticity of a corotating system (1.2f) is 70% weaker than that of a single eddy due to the increase of eddy diameter from ~16 to ~33 km, in agreement with Kelvin's circulation theorem. The shedding period of the submesoscale eddies is strongly modulated by either diurnal or semidiurnal tidal flows, which typically reach 0.2–0.5 m s−1, whereas its intrinsic shedding period is insignificant. The frontal waves predominate in the horizontal free shear layer emitted from the cape, as well as a density front. Energetics analysis suggests that the wavy features result primarily from the growth of barotropic instability in the free shear layer, which may play a secondary process in the headland wake.",https://doi.org/10.1029/2020jc016123,國立臺灣大學,鄭宇昕,False,False,False,False,False,False,False,False,False,False,False,True
10.1016/j.marchem.2017.12.004,Influence of submarine hydrothermalism on sulfur and metal accumulation in surface sediments in the Kueishantao venting field off northeastern Taiwan,J.-J. Hung,"J.-J. Hung, H.-Y. Yeh, S.-H. Peng, C.T.A. Chen",Elsevier BV,Marine Chemistry,2018,2018-1,,https://doi.org/10.1016/j.marchem.2017.12.004,中山大學,洪佳章 (Jia-Jang Hung),False,True,False,False,False,False,False,False,False,True,False,False
10.1371/journal.pone.0207774,External-forcing modulation on temporal variations of hydrothermalism-evidence from sediment cores in a submarine venting field off northeastern Taiwan,Jia-Jang Hung,"Jia-Jang Hung, Hsiang-Yi Yeh, Shao-Hung Peng, Yuan-Pin Chang, Jiang-Shiou Hwang",Public Library of Science (PLoS),PLoS ONE,2018,2018-11-29,,https://doi.org/10.1371/journal.pone.0207774,中山大學,洪佳章 (Jia-Jang Hung),False,True,False,False,False,False,False,False,False,True,False,False
10.1007/s12237-018-0475-7,Quantifying Phosphorus Sources and Sinks in the Gaoping River-Sea System in Southwestern Taiwan,Jia-Jang Hung,"Jia-Jang Hung, Yi-Ching Yeh",Springer Science and Business Media LLC,Estuaries and Coasts,2019,2019-3,,https://doi.org/10.1007/s12237-018-0475-7,中山大學,洪佳章 (Jia-Jang Hung),True,False,True,False,False,False,False,False,True,False,True,False
10.1371/journal.pone.0211516,Reproductive adaptations of the hydrothermal vent crab Xenograpus testudinatus: An isotopic approach,Jia-Jang Hung,"Jia-Jang Hung, Shao-Hung Peng, Chen-Tung Arthur Chen, Tsui-Ping Wei, Jiang-Shiou Hwang",Public Library of Science (PLoS),PLoS ONE,2019,2019-2-7,,https://doi.org/10.1371/journal.pone.0211516,中山大學,洪佳章 (Jia-Jang Hung),False,True,False,False,False,False,False,False,False,True,False,False
10.1016/j.seares.2019.05.002,Regulation and linkages of metabolic states and atmospheric CO2 fluxes in a tropical coastal sea off southwestern Taiwan,J.-J. Hung,"J.-J. Hung, Y.-J. Wang, C.-M. Tseng",Elsevier BV,Journal of Sea Research,2019,2019-8,,https://doi.org/10.1016/j.seares.2019.05.002,中山大學,洪佳章 (Jia-Jang Hung),True,False,True,False,False,False,False,False,True,True,False,False
10.1016/j.dsr.2019.103205,Controlling mechanisms and cross linkages of ecosystem metabolism and atmospheric CO2 flux in the northern South China Sea,J.-J. Hung,"J.-J. Hung, Y.-J. Wang, C.-M. Tseng, Y.-L. Lee Chen",Elsevier BV,Deep Sea Research Part I: Oceanographic Research Papers,2020,2020-3,,https://doi.org/10.1016/j.dsr.2019.103205,中山大學,洪佳章 (Jia-Jang Hung),True,False,True,False,False,False,False,False,False,False,False,False
10.3390/su12187689,Rainfall and Human Impacts on Weathering Rates and Carbon-Nutrient Yields in the Watershed of a Small Mountainous River (Kaoping) in Southwestern Taiwan,Jia-Jang Hung,"Jia-Jang Hung, Chun-Yi Yang, I-Jen Lai, Yuan-Hui Li",MDPI AG,Sustainability,2020,2020-9-17,"This study presents the influence of rainfall and human perturbation on physical and chemical weathering rates, and carbon and nutrient yields in the basin of the Kaoping, a small mountainous river (SMR) in southwestern Taiwan. The study was derived principally from the spatial and temporal variability of aquatic geochemistry in the river during wet (1999–2000) and drought (2002) periods. The total, physical, and chemical weathering rates in the river basin ranged respectively from 4739, 3601, and 1138 g m−2 year−1 in the wet period to 1072, 656, and 416 g m−2 year−1 in the drought period, resulting mainly from a large difference in rainfall and river discharge between the two periods. The wet and drought periods were likely associated with La Niña and El Niño events, respectively. The weathering rates of the wet period were much higher than those reported from the world’s river basins, showing the unique characteristics of the SMR. The total carbon yield was derived mainly from dissolved inorganic carbon and was much higher in the wet period (140 g C m−2 year−1) than in the drought period (53.7 g C m−2 year−1). Taking silicate weathering (54.7 ± 10.2%) slightly over carbonate weathering (48.6 ± 9.5%) in determining dissolved ion loads, the Kaoping catchment may currently consume 0.155–0.298 MtC/year atmospheric CO2 without considering the CO2 released from chemical weathering. The nutrient yields were controlled mainly by human inputs but also enhanced by increased rainfall. Both regional and local climatic conditions and human impacts likely determined the weathering rates and total yields of carbon and nutrients. The SMRs may collectively contribute significantly to global fluxes of terrestrial sediments, geochemical matters, carbon, and nutrients to oceans.",https://doi.org/10.3390/su12187689,,,False,False,True,False,False,False,False,False,False,False,False,False
10.1016/j.marpolbul.2020.111096,Mercury distribution and speciation in two lagoons with different pollution and eutrophication conditions in Taiwan,J.-J. Hung,"J.-J. Hung, C.-S. Hung, C.-K. Wann, P.-Y. Hung, F. Kuo",Elsevier BV,Marine Pollution Bulletin,2020,2020-7,,https://doi.org/10.1016/j.marpolbul.2020.111096,中山大學,洪佳章 (Jia-Jang Hung),False,False,True,False,False,False,False,False,False,False,False,False
10.1016/j.pocean.2021.102689,Biogeochemical responses to internal-wave impacts in the continental margin off Dongsha Atoll in the Northern South China Sea,J.-J. Hung,"J.-J. Hung, Y.-H. Wang, K.-H. Fu, I-H. Lee, S.-S. Tsai, C.-Y. Lee, W.-T. Lu, Y.-J. Shen, Y.-H. Lin",Elsevier BV,Progress in Oceanography,2021,2021-12,,https://doi.org/10.1016/j.pocean.2021.102689,中山大學,洪佳章 (Jia-Jang Hung),True,False,True,False,False,False,False,False,True,False,True,False
10.3389/fmars.2022.988340,Biophysical controls on spatial and summer/winter distributions of total and chromophoric dissolved organic matter in the Taiwan Strait,Jia-Jang Hung,"Jia-Jang Hung, Wan-Tzu Lu, Hsin-Mei Yang, Yen-Hui Lin, Laodong Guo",Frontiers Media SA,Front. Mar. Sci.,2022,2022-11-23,"This study examined the physical and biogeochemical processes that determine the spatial and summer/winter distributions of dissolved organic matter (DOM) and chromophoric dissolved organic matter (CDOM) in the Taiwan Strait (TS). The hydrological conditions in the TS varied between early summer and winter because of differences in terrestrial input as well as input from the poleward South China Sea Water (SCSW) during the warm summer and the strong, nutrient-rich, equatorward China Coastal Water (CCW) in winter. Concentrations of dissolved organic carbon (DOC) ranged from 60 to 100 μM-C in early summer and from 70 to 144 μM-C in winter. The average stoichiometric ratio of DOC : DON:DOP was high (353:49:1) in the land-source impacted zones and low (168:21:1) in the SCSW-laden areas, both of which are higher than the Redfield ratio. The concentrations of DOC and nutrients were higher in the western TS (on the coast of China) than in the eastern TS (on the coast of Taiwan), and the highest concentrations were mostly found in the Minjiang River plume, reflecting the profound effects of freshwater input in early summer and CCW inflow in winter. The absorption and emission characteristics of the CDOM varied to a large extent with locations because of the mixing of the shelf water with different source waters. Although the absorption coefficient (aCDOM(325)) and fluorescence intensity of the terrestrial humic-like CDOM (Ft: Ex/Em= 260/400-460) were both strongly inversely correlated with salinity, as an optical tracer, Ft may be more effective than aCDOM(325) in examining the mixing among source waters, given that aCDOM(325) may be subject to various photobleaching effects in the TS. Ft was also significantly correlated with the concentrations of terrestrially derived nitrate and nitrite (N+N) and silicate. The results of factor analysis elucidated the complexity of the hydrological and biological processes that affect the distributions of DOM and CDOM in the TS.",https://doi.org/10.3389/fmars.2022.988340,中山大學,洪佳章 (Jia-Jang Hung),True,False,True,False,False,False,False,False,True,False,True,False
10.1016/j.pocean.2020.102291,Aerosol Fe cycling in the surface water of the Northwestern Pacific ocean,Bo-Shian Wang,"Bo-Shian Wang, Tung-Yuan Ho",Elsevier BV,Progress in Oceanography,2020,2020-4,,https://doi.org/10.1016/j.pocean.2020.102291,中央研究院 環境變遷研究中心,何東垣,False,False,False,True,False,False,False,False,False,False,False,False
10.1016/j.marchem.2020.103751,Sources of particulate Ni and Cu in the water column of the northern South China Sea: Evidence from elemental and isotope ratios in aerosols and sinking particles,Shotaro Takano,"Shotaro Takano, Wen-Hsuan Liao, Hung-An Tian, Kuo-Fang Huang, Tung-Yuan Ho, Yoshiki Sohrin",Elsevier BV,Marine Chemistry,2020,2020-2,,https://doi.org/10.1016/j.marchem.2020.103751,京都大學,Shotaro Takano,False,False,False,False,False,False,False,True,False,False,False,False
10.1016/j.csr.2018.06.012,Turbulent mixing on sloping bottom of an energetic tidal channel,Huan-Jie Shao,"Huan-Jie Shao, Ruo-Shan Tseng, Ren-Chieh Lien, Yu-Chia Chang, Jau-Ming Chen",Elsevier BV,Continental Shelf Research,2018,2018-8,,https://doi.org/10.1016/j.csr.2018.06.012,國立中山大學,曾若玄,True,False,True,False,False,False,False,False,False,False,False,True
10.1038/s41598-022-11920-3,Changing surface ocean circulation caused the local demise of echinoid Scaphechinus mirabilis in Taiwan during the Pleistocene–Holocene transition,Sze Ling Ho,"Sze Ling Ho, Jia-Kang Wang, Yu-Jou Lin, Ching-Ren Lin, Chen-Wei Lee, Chia-Hsin Hsu, Lo-Yu Chang, To-Hsiang Wu, Chien-Chia Tseng, Hsiao-Jou Wu, Cédric M. John, Tatsuo Oji, Tsung-Kwei Liu, Wen-Shan Chen, Peter Li, Jiann-Neng Fang, Jih-Pai Lin",Springer Science and Business Media LLC,Sci Rep,2022,2022-5-17,"Abundant fossil specimens of Scaphechinus mirabilis, now occurring mostly in temperate waters, have been found in the Toukoshan Formation (Pleistocene) in Miaoli County, Taiwan. Environmental changes leading to its extirpation (local extinction) have thus far been elusive. Here, we reconstruct past environmental and oceanic conditions off northwest Taiwan by analyzing clumped isotopes, as well as stable oxygen isotopes, of well-preserved fossil echinoid tests collected from the Toukoshan Formation. Radiocarbon dates suggest that these samples are from Marine Isotope Stage 3 (MIS 3). Paleotemperature estimates based on clumped isotopes indicate that fossil echinoids were living in oceanic conditions that range from 9 to 14 °C on average, comparable with the estimate derived for a modern sample from Mutsu Bay, Japan. Notably, this temperature range is ~ 10 °C colder than today’s conditions off northwest Taiwan. The substantially lower temperatures during ~ 30 ka (MIS 3) compared to the modern conditions might be due to the rerouting of surface currents off northwest Taiwan when the sea level was ~ 60 m lower than today, in addition to the cooling caused by a lower atmospheric CO2 level during the Last Glacial Period. Colder waters brought here by the China Coastal Current (CCC) and the existence of shallow subtidal zones termed “Miaoli Bay” (mainly located in the present-day Miaoli county) during MIS 3 plausibly sustained generations of S. mirabilis, yielding tens of thousands of fossil specimens in the well-preserved fossil beds. The likely extirpation driver is the drastic change from a temperate climate to much warmer conditions in the shallow sea during the Pleistocene–Holocene transition.",https://doi.org/10.1038/s41598-022-11920-3,國立臺灣大學海洋研究所,賀詩琳,False,False,False,False,False,False,False,False,False,False,False,True
